@relation bank-additional-train-m-weka.filters.unsupervised.instance.RemovePercentage-P60.698-V

@attribute age {'\'(29.666667-41.333333]\'','\'(-inf-29.666667]\'','\'(53-64.666667]\'','\'(41.333333-53]\'','\'(76.333333-inf)\'','\'(64.666667-76.333333]\''}
@attribute job=retired numeric
@attribute contact {cellular,telephone}
@attribute month {jun,may,jul,sep,aug,apr,nov,oct,mar,dec}
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {nonexistent,failure,success}
@attribute emp.var.rate numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute euribor3m numeric
@attribute nr.employed numeric
@attribute duration numeric
@attribute y {yes,no}

@data
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.024156,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.071919,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.078781,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.091957,no
'\'(53-64.666667]\'',0,cellular,apr,0.201007,1.494426,failure,-1.205908,-0.871158,-1.436671,-1.275592,-0.914668,0.126544,no
'\'(29.666667-41.333333]\'',0,telephone,apr,0.201007,-0.351313,nonexistent,-1.205908,-0.871158,-1.436671,-1.235791,-0.914668,0.029646,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.05188,no
'\'(29.666667-41.333333]\'',0,cellular,nov,-4.972949,1.494426,success,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.055174,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.344236,-0.914668,0.052704,no
'\'(53-64.666667]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.162229,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775641,0.836434,0.055174,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.061762,no
'\'(53-64.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.125721,yes
'\'(41.333333-53]\'',0,cellular,apr,0.201007,3.340165,failure,-1.205908,0.292217,1.283927,-1.719757,-2.141797,0.20807,yes
'\'(53-64.666667]\'',0,cellular,sep,0.201007,3.340165,failure,-2.229505,-2.072507,2.328637,-1.649383,-2.022342,0.425748,no
'\'(29.666667-41.333333]\'',0,telephone,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.070821,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.771026,0.836434,0.043645,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.025254,no
'\'(-inf-29.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.05737,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.032116,no
'\'(53-64.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.776218,0.836434,0.01345,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.046116,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.062586,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.021411,no
'\'(-inf-29.666667]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.358657,-0.914668,0.00247,no
'\'(-inf-29.666667]\'',0,telephone,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.770449,0.836434,0.003019,no
'\'(53-64.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.029097,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.01647,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.088938,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.711612,0.332822,0.10129,no
'\'(53-64.666667]\'',1,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.152896,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.716804,0.332822,0.038979,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.713919,0.332822,0.009607,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77218,0.836434,0.13176,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.056821,no
'\'(-inf-29.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.717957,0.836434,0.23854,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.071095,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.339621,-0.914668,0.060939,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.32347,-0.914668,0.0409,no
'\'(76.333333-inf)\'',1,cellular,mar,0.201007,-0.351313,nonexistent,-1.205908,-1.271608,-2.06785,-1.129653,-0.914668,0.022509,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.045567,no
'\'(29.666667-41.333333]\'',0,cellular,apr,0.201007,-0.351313,nonexistent,-1.205908,-0.871158,-1.436671,-1.233483,-0.914668,0.022509,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.776218,0.836434,0.126544,no
'\'(41.333333-53]\'',1,telephone,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.007411,no
'\'(53-64.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.026901,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.169366,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.017293,no
'\'(53-64.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.021136,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.016744,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.714496,0.332822,0.056547,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.307895,-0.914668,0.026352,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.331546,-0.914668,0.03541,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.268735,no
'\'(29.666667-41.333333]\'',0,telephone,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.032665,no
'\'(53-64.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.172934,yes
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775641,0.836434,0.064233,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.770449,0.836434,0.097173,no
'\'(-inf-29.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.137799,no
'\'(29.666667-41.333333]\'',0,cellular,may,-4.98858,1.494426,success,-1.205908,-1.185304,-1.240788,-1.344236,-0.914668,0.123799,no
'\'(29.666667-41.333333]\'',0,cellular,oct,0.201007,-0.351313,nonexistent,-2.229505,-1.982751,2.959816,-1.667842,-2.022342,0.025528,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.068625,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.713919,0.332822,0.066154,no
'\'(53-64.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77391,0.836434,0.038979,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.083448,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.081252,no
'\'(-inf-29.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771026,0.836434,0.178699,yes
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.714496,0.332822,0.027999,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.051606,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77218,0.836434,0.060664,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.015646,no
'\'(29.666667-41.333333]\'',0,cellular,apr,0.201007,-0.351313,nonexistent,-1.205908,-0.871158,-1.436671,-1.243289,-0.914668,0.072193,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.776795,0.836434,0.020038,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.350004,-0.914668,0.055998,no
'\'(53-64.666667]\'',0,cellular,apr,0.201007,1.494426,failure,-1.205908,-0.871158,-1.436671,-1.278477,-0.914668,0.022783,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.313664,-0.914668,0.030469,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.111721,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.371347,-0.914668,0.003294,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.71738,0.836434,0.036783,no
'\'(41.333333-53]\'',1,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.039253,no
'\'(53-64.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.034587,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.711612,0.332822,0.065331,no
'\'(64.666667-76.333333]\'',1,cellular,oct,-4.972949,1.494426,success,-2.229505,-1.982751,2.959816,-1.668995,-2.022342,0.03294,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.713343,0.332822,0.024979,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.23053,0.397979,0.090859,yes
'\'(76.333333-inf)\'',1,cellular,may,-4.98858,3.340165,failure,-1.205908,-1.185304,-1.240788,-1.359811,-0.914668,0.206972,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.16168,no
'\'(41.333333-53]\'',0,cellular,apr,0.201007,-0.351313,nonexistent,-1.205908,-0.871158,-1.436671,-1.297512,-0.914668,0.02443,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.033763,no
'\'(-inf-29.666667]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-2.229505,-1.606466,2.263342,-1.675917,-2.022342,0.025254,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.00247,no
'\'(41.333333-53]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.776795,0.836434,0.023881,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.041175,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.026901,no
'\'(53-64.666667]\'',1,cellular,aug,0.201007,1.494426,failure,-1.909631,-2.379748,1.9804,-1.607851,-1.225523,0.051331,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.020862,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.011254,no
'\'(29.666667-41.333333]\'',0,cellular,jul,-4.967738,5.185905,success,-1.141933,1.096569,0.043334,-1.637846,-2.37392,0.16717,yes
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.141093,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.252265,no
'\'(-inf-29.666667]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-2.229505,-1.606466,2.263342,-1.676494,-2.022342,0.051331,no
'\'(53-64.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.145484,no
'\'(-inf-29.666667]\'',0,telephone,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.359741,0.397979,0.019764,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.770449,0.836434,0.163327,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.711612,0.332822,0.062037,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.046116,no
'\'(53-64.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.038979,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.711612,0.332822,0.029646,no
'\'(53-64.666667]\'',1,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.350004,-0.914668,0.144386,yes
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.022783,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.016195,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.331546,-0.914668,0.014548,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.319432,-0.914668,0.054076,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.09031,no
'\'(53-64.666667]\'',1,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.069448,no
'\'(53-64.666667]\'',0,cellular,apr,0.201007,3.340165,failure,-1.205908,-0.871158,-1.436671,-1.278477,-0.914668,0.015921,no
'\'(41.333333-53]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.776795,0.836434,0.02992,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.777948,0.836434,0.186385,no
'\'(-inf-29.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.018666,no
'\'(-inf-29.666667]\'',0,cellular,apr,0.201007,-0.351313,nonexistent,-1.205908,-0.871158,-1.436671,-1.285975,-0.914668,0.014823,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.063135,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.021136,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.034587,no
'\'(29.666667-41.333333]\'',0,cellular,sep,-4.972949,7.031644,failure,-0.758084,1.068951,0.652748,-1.583623,-2.754004,0.090859,yes
'\'(-inf-29.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.038155,no
'\'(41.333333-53]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.036508,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.773334,0.836434,0.027999,no
'\'(29.666667-41.333333]\'',0,cellular,mar,0.201007,-0.351313,nonexistent,-1.205908,-1.271608,-2.06785,-1.217909,-0.914668,0.135603,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.005215,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.713919,0.332822,0.046116,no
'\'(29.666667-41.333333]\'',0,telephone,apr,0.201007,3.340165,failure,-1.205908,-0.871158,-1.436671,-1.278477,-0.914668,0.006588,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.32347,-0.914668,0.009607,no
'\'(29.666667-41.333333]\'',0,cellular,dec,0.201007,-0.351313,nonexistent,-0.18231,-1.421776,-1.175494,-0.168642,0.133278,0.064233,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.773334,0.836434,0.004392,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.714496,0.332822,0.006313,no
'\'(41.333333-53]\'',0,cellular,sep,0.201007,-0.351313,nonexistent,-2.229505,-2.072507,2.328637,-1.656882,-2.022342,0.371397,no
'\'(53-64.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.017842,no
'\'(41.333333-53]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.773334,0.836434,0.024156,no
'\'(41.333333-53]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.313664,-0.914668,0.015646,no
'\'(64.666667-76.333333]\'',1,cellular,sep,0.201007,-0.351313,nonexistent,-0.758084,1.068951,0.652748,-1.581893,-2.754004,0.099643,yes
'\'(41.333333-53]\'',1,telephone,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.059017,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.091134,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.078781,no
'\'(41.333333-53]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.711612,0.332822,0.018391,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.775064,0.836434,0.033489,no
'\'(53-64.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.338732,yes
'\'(41.333333-53]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.776795,0.836434,0.034038,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77391,0.836434,0.125172,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.350004,-0.914668,0.09031,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,-1.205908,-1.185304,-1.240788,-1.339621,-0.914668,0.015921,no
'\'(29.666667-41.333333]\'',0,cellular,jun,0.201007,-0.351313,nonexistent,-1.909631,-1.064478,-0.06549,-1.371347,-1.225523,0.014823,no
'\'(41.333333-53]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.772757,0.836434,0.070272,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.023332,no
'\'(-inf-29.666667]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.771603,0.836434,0.006313,no
'\'(53-64.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.013176,no
'\'(41.333333-53]\'',0,cellular,apr,0.201007,1.494426,failure,-1.205908,-0.871158,-1.436671,-1.278477,-0.914668,0.021685,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,1.494426,failure,-0.118336,-0.655398,-0.326667,0.287637,0.397979,0.050508,no
'\'(41.333333-53]\'',0,cellular,jul,0.201007,3.340165,failure,-1.141933,1.096569,0.043334,-1.572087,-2.37392,0.03541,no
'\'(53-64.666667]\'',1,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.188581,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.086193,no
'\'(53-64.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.052704,no
'\'(53-64.666667]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.042547,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.033763,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77391,0.836434,0.033489,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.262256,0.397979,0.069997,no
'\'(29.666667-41.333333]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.774487,0.836434,0.117486,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.049684,no
'\'(-inf-29.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.056821,no
'\'(41.333333-53]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.328592,0.397979,0.133956,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712766,0.332822,0.05188,no
'\'(29.666667-41.333333]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.713919,0.332822,0.097447,no
'\'(-inf-29.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.776795,0.836434,0.022234,no
'\'(29.666667-41.333333]\'',0,cellular,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.306672,0.397979,0.029097,no
'\'(41.333333-53]\'',0,telephone,sep,0.201007,-0.351313,nonexistent,-0.758084,1.068951,0.652748,-1.579009,-2.754004,0.002745,no
'\'(-inf-29.666667]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.772757,0.836434,0.025803,no
'\'(41.333333-53]\'',0,cellular,aug,0.201007,-0.351313,nonexistent,0.841287,-0.234236,0.957455,0.77391,0.836434,0.032391,no
'\'(29.666667-41.333333]\'',0,telephone,nov,0.201007,-0.351313,nonexistent,-0.118336,-0.655398,-0.326667,0.416271,0.397979,0.133407,yes
'\'(-inf-29.666667]\'',0,cellular,jul,0.201007,1.494426,failure,-1.141933,1.096569,0.043334,-1.573817,-2.37392,0.064507,no
'\'(29.666667-41.333333]\'',0,cellular,jul,0.201007,-0.351313,nonexistent,0.841287,0.583924,-0.479021,0.77218,0.836434,0.045841,no
'\'(29.666667-41.333333]\'',0,telephone,jun,0.201007,-0.351313,nonexistent,0.841287,1.528088,-0.283138,0.77218,0.836434,0.056547,no
'\'(53-64.666667]\'',0,telephone,may,0.201007,-0.351313,nonexistent,0.649363,0.715106,0.892161,0.712189,0.332822,0.064782,no
'\'(29.666667-41.333333]\'',0,cellular,may,0.201007,1.494426,failure,-1.205908,-1.185304,-1.240788,-1.319432,-0.914668,0.011529,no
'\'(29.666667-41.333333]\'',0,cellular,oct,-4.972949,3.340165,failure,-2.229505,-1.982751,2.959816,-1.667265,-2.022342,0.016744,no
